category,id,prompt_en,type,prompt_length,class
Anime_Stylization,081,"A striking figure with captivating features stands out. This character possesses heterochromatic eyes, one shimmering blue and the other a deep, enchanting purple. Their flowing, vibrant pink hair cascades gracefully around their head, accentuating their alluring presence. Pointy ears add an otherworldly charm. Clad in a crisp white shirt and a sleek black skirt, this unique persona leans forward. The entire scene is depicted in minimalism style.",NP,long,minimalism
Anime_Stylization,082,"A futuristic warrior with fox-themed mask and cape holds a gunblade, glowing yellow eyes. The image is in pixel art and anime style.",NP,short,pixel art
Anime_Stylization,083,"A character with lion ears and tail sits, gazing at the viewer. Her blonde hair is messy, eyes brown. She wears a fur-trimmed jacket, red shorts, choker; hammer rests on shoulder, lollipop in mouth, with lions behind her, in a vibrant anime-inspired style.",NP,middle,
Anime_Stylization,084,"Created in pencil sketch style, the scene depicts a girl in a school uniform. She wears a white sweater, black pleated skirt, with long black hair adorned with a bow and eyes, standing casually with hands in pockets, her lips slightly parted.",NP,middle,pencil sketch
Anime_Stylization,085,"A cheerful character with vibrant green hair, adorned in a straw hat, beams with delight and blushes, clutching a butterfly net and a box filled with treasures. She wears a crisp white shirt with elegant frilled sleeves and suspenders. Standing against a vast blue sky dotted with fluffy clouds, surrounded by blooming flowers, she embodies a summery essence. This is a Celluloid style image, incorporating elements reminiscent of anime aesthetics.",NP,long,Celluloid
Anime_Stylization,086,"This picture is in the cubism style. Amidst musical symbols, a girl and boy observe a character holding a phone and a ball, dressed in an orange beanie, black hoodie, and blue shorts.",NP,middle,cubism
Anime_Stylization,087,"The image captures two female characters in an anime style. Left has short brown hair, blue eyes, blue coat, skirt, stockings. Right features long purple hair, yellow eyes, dress, tiara, and accessories.",NP,middle,
Anime_Stylization,088,"Under bright, vibrant red tones, she stands with flowing, long blonde hair, a cheerful grin, dressed in pink and white attire adorned with butterfly-themed accessories. Her playful figure is beautifully captured in a fusion of comic and anime style, highlighting her whimsical beauty against the vivid background.",NP,middle,comic
Anime_Stylization,089,"A captivating shark girl features long, two-tone grey and blue hair, cascading softly over her shoulders. She wears a cozy, blue hoodie paired with an elegantly designed shark-themed dress. Her shark tail and fins are subtly detailed as she sits gracefully on the ocean floor. Soft light rays filter through the water, creating enchanting, flickering patterns around her. This scene is rendered entirely in impressionism style, capturing the ethereal and whimsical beauty of the underwater world.",NP,long,impressionism
Anime_Stylization,090,"A character with messy white hair falling between his eyes wears a hooded jacket over a shirt. His neutral expression, with a slight smile, shows him tearing up slightly, facing directly frontward against a grey background in a style reminiscent of Japanese animation.",NP,middle,
Anime_Stylization,091,"The character is a striking figure with vibrant blue hair contrasting her animal ears, and dressed in a playful blue skirt paired with sleek black gloves and an elegant cape. In her hand, she grips a whip defiantly. Blue ghostly elements float around her, creating an air of mystery. The entire scene is depicted in pop art style.",NP,middle,pop art
Anime_Stylization,092,"A solo anime girl with sparkling purple eyes and sleek black hair styled in playful twin braids, adorned with colorful beads and small tubes that add vibrant detail. She gazes at the viewer with a thoughtful expression, her parted lips holding a silky ribbon delicately. The girl wears a stylish sleeveless outfit, embellished with shimmering bracelets, elegant earrings, and a charming frilled headscarf. Behind her, a majestic tree stands tall amidst lush foliage, creating an enchanting backdrop designed in a Chibi style with a hint of anime aesthetics.",NP,long,Chibi
Anime_Stylization,093,"A character with blonde hair and purple eyes sits on a bicycle, smiling. She wears a neon-accented jacket, blue leggings, fingerless gloves, and headphones. The scene captures the vibrant, colorful energy of Japanese animation. The gradient background transitions stunningly from bright yellow to warm orange.",NP,middle,
Anime_Stylization,094,"The characters exhibit vibrantly colored hairstyles, reflecting their individual personalities. Their outfits transition elegantly between standard school uniforms and elaborate magical girl forms, each possessing unique features. The scene unfolds with attention to details such as shimmering fabrics and eclectic accessories. Their expressions reveal anticipation and determination, set in diverse environments. The entire scene is depicted in Pixar style with influences from anime.",NP,long,Pixar
Anime_Stylization,095,"A young girl with vibrant red hair and deep blue eyes smiles timidly at the viewer, her expression charming yet reserved. She is dressed in a simple black shirt, paired with a plaid skirt that suggests a playful yet classic look. Her ensemble is completed with knee-high socks, adding a touch of innocence. A butterfly hair ornament delicately graces her hair, enhancing her whimsical allure. The entire scene is captured in impasto style, giving it a timeless quality reminiscent of anime styling, with every detail contributing to the elegant, minimalistic aesthetic.",NP,long,impasto
Anime_Stylization,096,"A man with blonde hair and facial hair smiles at the viewer, black jacket, white shirt, black necktie, holding a cigarette, fingers forming heart shape, anime-inspired style.",NP,short,
Anime_Stylization,097,A dynamic battle snapshot depicts a bald hero in simple yellow attire punching a muscular adversary with spiky white hair in vivid energy effects.,NP,short,
Anime_Stylization,098,"A dynamic illustration in anime style showcasing multiple characters striking bold, heroic, and expressive poses against a vibrant aqua background, enhanced by detailed fashion elements, distinctive clothing and unique accessories, including hats, necklaces, and gloves.",NP,middle,
Anime_Stylization,099,"A blonde woman with long, flowing hair and a bandaged eye is trapped within the confines of a glowing light bulb. Surrounded by fluttering moths and drifting leaf-like debris, her legs are shackled, emphasizing her captivity. The scene evokes a dreamy atmosphere. This striking image is created in a fusion of Cyberpunk and anime styles.",NP,middle,Cyberpunk
Anime_Stylization,100,"Four distinct cartoon-like characters stand against a yellow backdrop, showing surprise and confusion: one has an arm around another, a joint speech bubble, raised hands, and wears a mysterious mask.",NP,short,
Anime_Stylization,101,"A red-haired character, displaying vibrant purple eyes, sits sideways holding a detailed sketch pencil and wide paper, appearing to be mid-conversation by a grand piano draped in sheet music, illuminated by soft daylight from a nearby window. This scene is depicted in the comic style and anime-inspired art.",NP,middle,comic
Anime_Stylization,102,"Standing confidently outdoors, a character deftly adjusts a large white sun hat against the bright blue sky. They wear an elegant white dress, their long blonde hair styled in graceful braids. Rendered entirely in a watercolor style.",NP,middle,watercolor
Anime_Stylization,103,"A young woman in a colorful festive outfit, with a maid headdress, flowing blonde locks, and sparkling blue eyes, holds a red teddy bear, smiling warmly in her white dress with a black skirt, sash, and long sleeves.",NP,middle,
Anime_Stylization,104,"A woman rests on her side, gazing thoughtfully at the viewer. Her hair is intricately styled into a sophisticated bun, adorned with delicate bows that cascade gracefully. The pure white dress she wears is tailored perfectly, accentuating her features. Her thigh-high socks add an element of charm and playfulness to her ensemble. In her embrace lies a whimsical stuffed winged unicorn, its wings extending gently towards the sky. The entire captivating scene unfolds within a mesmerizing impasto and anime style, beautifully capturing a blend of elegance and fantasy in a serene, artful composition.",NP,long,impasto
Anime_Stylization,105,"A muscular man carries an unconscious individual with blonde hair in his strong arms. A girl in a camo outfit, sporting short hair, has a butterfly on her shoulder. The entire scene is depicted in pencil sketch style.",NP,middle,pencil sketch
Anime_Stylization,106,"Two girls in a cozy kitchen cherish time together. One, medium brown hair, apron, prepares food. Other, ponytail, smiles, mug.",NP,short,
Anime_Stylization,107,"A character is indoors, smiling with captivating purple eyes and silvery grey hair adorned with a delicate pink flower. She wears an elegant white dress with vibrant green sleeves, golden accents, and blushes slightly. Rendered entirely in a style reminiscent of Ukiyo-e.",NP,middle,Ukiyo-e
Anime_Stylization,108,"The character stands with a serious expression, piercing yellow eyes, and a crescent moon mark. His long, white hair and pointy ears are adorned in traditional Japanese attire, featuring a detailed white kimono with intricate red accents, depicted in a style reminiscent of Japanese anime.",NP,middle,
Anime_Stylization,109,"Two anime characters are depicted with artful illustration. On the left, spiky black hair with orange highlights, dark coat, bright smiles.",NP,short,
Anime_Stylization,110,"The scene is depicted in a vibrant anime style, showcasing a dark-skinned woman with flowing, bright blue hair. Her head is crowned with an intricate flower wreath adorned with colorful butterflies, contrasting beautifully with her serene expression. She wears a flowing blue dress adorned with celestial star and crescent prints, creating a harmonious blend of elegance and mystery.",NP,middle,
Anime_Stylization,111,"A whimsical anime style character has purple hair in a ponytail, wearing a bright red top and harem pants. She has pointy ears, sparkling blue eyes, big smile, with choker, hoop earrings, bracers.",NP,middle,
Anime_Stylization,112,"In a school-themed anime illustration, two boys with black hair in dark green uniforms stand with a girl holding oversized red scissors and green plant.",NP,short,
Anime_Stylization,113,"Two anime-inspired, cartoon-style girls wearing bright pink school uniforms and light blue neckerchiefs are smiling warmly at the viewer. One winks playfully while the other covers her left eye, against an energetic pink argyle pattern.",NP,middle,
